gene gene_id gene_type chromosome start_position end_position pLI gene_midpoint
AP001631.10 ENSG00000228120 protein_coding 21 44579176 44582387 0.3552 44580781.0
CRYAA ENSG00000160202 protein_coding 21 44589118 44592915 0.17396 44591016.0
SIK1 ENSG00000142178 protein_coding 21 44834395 44847008 0.93716 44840701.0
HSF2BP ENSG00000160207 protein_coding 21 44949072 45079374 2.5257000000000003e-16 45014223.0
RRP1B ENSG00000160208 protein_coding 21 45079429 45115958 3.0653e-09 45097693.0
PDXK ENSG00000160209 protein_coding 21 45138975 45182188 0.7490600000000001 45160581.0
CSTB ENSG00000160213 protein_coding 21 45192393 45196326 0.0065562 45194359.0
RRP1 ENSG00000160214 protein_coding 21 45209394 45225174 7.486899999999999e-05 45217284.0
AGPAT3 ENSG00000160216 protein_coding 21 45285067 45406417 0.9993299999999999 45345742.0
TRAPPC10 ENSG00000160218 protein_coding 21 45432200 45526433 0.9999899999999999 45479316.0
PWP2 ENSG00000241945 protein_coding 21 45527171 45551063 0.00069944 45539117.0
C21orf33 ENSG00000160221 protein_coding 21 45553487 45565605 2.9727e-05 45559546.0
ICOSLG ENSG00000160223 protein_coding 21 45642874 45660849 0.00035482 45651861.0
DNMT3L ENSG00000142182 protein_coding 21 45666222 45682099 8.415e-13 45674160.0
AIRE ENSG00000160224 protein_coding 21 45705721 45718531 4.0468e-12 45712126.0
PFKL ENSG00000141959 protein_coding 21 45719934 45747259 2.702e-17 45733596.0
C21orf2 ENSG00000160226 protein_coding 21 45748827 45759285 3.2909999999999995e-07 45754056.0
TRPM2 ENSG00000142185 protein_coding 21 45770046 45862964 8.9633e-44 45816505.0
LRRC3 ENSG00000160233 protein_coding 21 45875369 45878739 0.0027024 45877054.0
C21orf90 ENSG00000182912 protein_coding 21 45937099 45945835 0.028961 45941467.0
KRTAP10-1 ENSG00000215455 protein_coding 21 45958864 45960078 0.00016762 45959471.0
KRTAP10-2 ENSG00000205445 protein_coding 21 45970240 45971388 0.35103 45970814.0
KRTAP10-3 ENSG00000212935 protein_coding 21 45977673 45978643 0.023538 45978158.0
KRTAP10-4 ENSG00000215454 protein_coding 21 45993606 45994987 8.1939e-13 45994296.0
KRTAP10-5 ENSG00000241123 protein_coding 21 45999332 46000481 0.00044641 45999906.0
KRTAP10-6 ENSG00000188155 protein_coding 21 46011149 46012386 1.8374e-09 46011767.0
TSPEAR ENSG00000175894 protein_coding 21 45917775 46131495 2.4370999999999998e-17 46024635.0
KRTAP10-8 ENSG00000187766 protein_coding 21 46031996 46032871 3.2911e-05 46032433.0
KRTAP10-9 ENSG00000221837 protein_coding 21 46047040 46048294 1.8729e-05 46047667.0
KRTAP10-10 ENSG00000221859 protein_coding 21 46057273 46058370 0.0046536 46057821.0
KRTAP10-11 ENSG00000243489 protein_coding 21 46066331 46067564 0.00043329 46066947.0
KRTAP10-12 ENSG00000189169 protein_coding 21 46117087 46117959 0.0098403 46117523.0
UBE2G2 ENSG00000184787 protein_coding 21 46188955 46221934 0.099496 46205444.0
SUMO3 ENSG00000184900 protein_coding 21 46225532 46238694 0.32841 46232113.0
PTTG1IP ENSG00000183255 protein_coding 21 46269500 46293752 0.0049827 46281626.0
ITGB2 ENSG00000160255 protein_coding 21 46305868 46351904 5.0817e-15 46328886.0
C21orf67 ENSG00000183250 protein_coding 21 46352729 46359828 0.058694 46356278.0
FAM207A ENSG00000160256 protein_coding 21 46359925 46396904 0.075641 46378414.0
ADARB1 ENSG00000197381 protein_coding 21 46493768 46646478 0.80347 46570123.0
POFUT2 ENSG00000186866 protein_coding 21 46683843 46707813 0.00021557 46695828.0
COL18A1 ENSG00000182871 protein_coding 21 46825052 46933634 1.7413999999999998e-10 46879343.0
SLC19A1 ENSG00000173638 protein_coding 21 46913486 46964325 6.465499999999999e-06 46938905.0
PCBP3 ENSG00000183570 protein_coding 21 47063608 47362368 0.84326 47212988.0
COL6A1 ENSG00000142156 protein_coding 21 47401651 47424964 0.99995 47413307.0
COL6A2 ENSG00000142173 protein_coding 21 47518011 47552763 6.5112e-08 47535387.0
FTCD ENSG00000160282 protein_coding 21 47556176 47575481 5.523e-15 47565828.0
SPATC1L ENSG00000160284 protein_coding 21 47581062 47604390 1.7055e-08 47592726.0
LSS ENSG00000160285 protein_coding 21 47608055 47648738 1.813e-07 47628396.0
MCM3AP ENSG00000160294 protein_coding 21 47655047 47706211 5.24e-09 47680629.0
YBEY ENSG00000182362 protein_coding 21 47706251 47717665 1.3392999999999998e-07 47711958.0
C21orf58 ENSG00000160298 protein_coding 21 47720095 47743789 1.2579e-12 47731942.0
PCNT ENSG00000160299 protein_coding 21 47744036 47865682 4.0172e-58 47804859.0
DIP2A ENSG00000160305 protein_coding 21 47878812 47989926 0.11300999999999999 47934369.0
S100B ENSG00000160307 protein_coding 21 48018875 48025121 0.04387 48021998.0
PRMT2 ENSG00000160310 protein_coding 21 48055079 48085036 0.0016132000000000002 48070057.0
POTEH ENSG00000198062 protein_coding 22 16256441 16287937 5.1282999999999996e-11 16272189.0
CCT8L2 ENSG00000198445 protein_coding 22 17071667 17073700 1.5923e-06 17072683.0
XKR3 ENSG00000172967 protein_coding 22 17264302 17302589 0.078713 17283445.0
IL17RA ENSG00000177663 protein_coding 22 17565844 17596583 0.00035636 17581213.0
CECR6 ENSG00000183307 protein_coding 22 17597189 17602257 0.6994100000000001 17599723.0
AC006946.15 ENSG00000235478 protein_coding 22 17602476 17612994 0.11381 17607735.0
CECR5 ENSG00000069998 protein_coding 22 17618401 17646177 1.2564e-09 17632289.0
CECR1 ENSG00000093072 protein_coding 22 17660194 17702879 8.1396e-08 17681536.0
CECR2 ENSG00000099954 protein_coding 22 17840837 18037850 1.0 17939343.0
SLC25A18 ENSG00000182902 protein_coding 22 18043139 18073760 1.8731999999999999e-07 18058449.0
ATP6V1E1 ENSG00000131100 protein_coding 22 18074902 18111584 0.528 18093243.0
BCL2L13 ENSG00000099968 protein_coding 22 18111621 18213388 0.0024411 18162504.0
BID ENSG00000015475 protein_coding 22 18216906 18257536 1.5646e-11 18237221.0
MICAL3 ENSG00000243156 protein_coding 22 18270415 18507325 0.9949899999999999 18388870.0
PEX26 ENSG00000215193 protein_coding 22 18560689 18613905 0.93189 18587297.0
TUBA8 ENSG00000183785 protein_coding 22 18593097 18629321 3.5702e-05 18611209.0
USP18 ENSG00000184979 protein_coding 22 18632666 18660164 0.0014952 18646415.0
DGCR6 ENSG00000183628 protein_coding 22 18893541 18901751 9.8176e-12 18897646.0
PRODH ENSG00000100033 protein_coding 22 18900294 18924066 5.3577e-12 18912180.0
DGCR2 ENSG00000070413 protein_coding 22 19023795 19109967 5.157300000000001e-06 19066881.0
DGCR14 ENSG00000100056 protein_coding 22 19117792 19132197 2.4381999999999997e-07 19124994.0
GSC2 ENSG00000063515 protein_coding 22 19136089 19137796 0.0044347 19136942.0
SLC25A1 ENSG00000100075 protein_coding 22 19163095 19166343 0.058829 19164719.0
CLTCL1 ENSG00000070371 protein_coding 22 19166986 19279239 2.5101e-37 19223112.0
HIRA ENSG00000100084 protein_coding 22 19318221 19435224 1.0 19376722.0
C22orf39 ENSG00000242259 protein_coding 22 19338891 19435755 1.9976e-05 19387323.0
MRPL40 ENSG00000185608 protein_coding 22 19419425 19423598 0.052924 19421511.0
UFD1L ENSG00000070010 protein_coding 22 19437433 19466738 0.9963799999999999 19452085.0
CDC45 ENSG00000093009 protein_coding 22 19466982 19508135 4.6237e-05 19487558.0
CLDN5 ENSG00000184113 protein_coding 22 19510547 19515068 0.89512 19512807.0
SEPT5 ENSG00000184702 protein_coding 22 19701987 19712295 0.92671 19707141.0
TBX1 ENSG00000184058 protein_coding 22 19744226 19771116 0.8366100000000001 19757671.0
GNB1L ENSG00000185838 protein_coding 22 19770747 19842462 4.7418999999999994e-05 19806604.0
TXNRD2 ENSG00000184470 protein_coding 22 19863040 19929341 3.4688e-11 19896190.0
COMT ENSG00000093010 protein_coding 22 19929130 19957498 1.1377e-06 19943314.0
ARVCF ENSG00000099889 protein_coding 22 19957419 20004331 5.042199999999999e-11 19980875.0
TANGO2 ENSG00000183597 protein_coding 22 20004537 20053449 0.00014769 20028993.0
DGCR8 ENSG00000128191 protein_coding 22 20067755 20099400 0.9997299999999999 20083577.0
TRMT2A ENSG00000099899 protein_coding 22 20099389 20104915 1.0841000000000001e-08 20102152.0
RANBP1 ENSG00000099901 protein_coding 22 20103461 20114878 0.82235 20109169.0
ZDHHC8 ENSG00000099904 protein_coding 22 20116979 20135530 0.85288 20126254.0
AC006547.14 ENSG00000234409 protein_coding 22 20135950 20138399 4.795e-07 20137174.0
RTN4R ENSG00000040608 protein_coding 22 20228938 20270769 0.9588200000000001 20249853.0
DGCR6L ENSG00000128185 protein_coding 22 20301799 20307603 5.0636e-05 20304701.0
FAM230A ENSG00000188280 protein_coding 22 20692438 20716938 0.48065 20704688.0
USP41 ENSG00000161133 protein_coding 22 20704868 20745048 2.0796e-11 20724958.0
ZNF74 ENSG00000185252 protein_coding 22 20748405 20762745 1.5586000000000002e-06 20755575.0
SCARF2 ENSG00000244486 protein_coding 22 20778874 20792146 0.9998 20785510.0
KLHL22 ENSG00000099910 protein_coding 22 20783528 20850170 0.42418999999999996 20816849.0
MED15 ENSG00000099917 protein_coding 22 20850200 20941919 0.99974 20896059.0
SERPIND1 ENSG00000099937 protein_coding 22 21128167 21142008 2.5137e-10 21135087.0
PI4KA ENSG00000241973 protein_coding 22 21061979 21213705 3.1234e-12 21137842.0
SNAP29 ENSG00000099940 protein_coding 22 21213271 21245506 0.013567 21229388.0
CRKL ENSG00000099942 protein_coding 22 21271714 21308037 0.44603999999999994 21289875.0
AIFM3 ENSG00000183773 protein_coding 22 21319396 21335649 1.9474e-14 21327522.0
LZTR1 ENSG00000099949 protein_coding 22 21333751 21353327 1.0210999999999999e-92 21343539.0
THAP7 ENSG00000184436 protein_coding 22 21353393 21356485 0.013290999999999999 21354939.0
P2RX6 ENSG00000099957 protein_coding 22 21364097 21383119 4.468e-09 21373608.0
SLC7A4 ENSG00000099960 protein_coding 22 21383007 21387129 2.8316999999999996e-07 21385068.0
AC002472.13 ENSG00000187905 protein_coding 22 21400249 21418457 6.203e-16 21409353.0
GGT2 ENSG00000133475 protein_coding 22 21562262 21581926 0.00012986 21572094.0
HIC2 ENSG00000169635 protein_coding 22 21771693 21805752 0.9966799999999999 21788722.0
UBE2L3 ENSG00000185651 protein_coding 22 21903736 21978323 0.83844 21941029.0
YDJC ENSG00000161179 protein_coding 22 21982378 21984353 0.062374 21983365.0
CCDC116 ENSG00000161180 protein_coding 22 21987005 21991616 3.9339e-06 21989310.0
SDF2L1 ENSG00000128228 protein_coding 22 21996550 21998587 0.18957000000000002 21997568.0
PPIL2 ENSG00000100023 protein_coding 22 22006559 22054304 0.00082347 22030431.0
YPEL1 ENSG00000100027 protein_coding 22 22051833 22090123 0.6098600000000001 22070978.0
MAPK1 ENSG00000100030 protein_coding 22 22108789 22221970 0.99698 22165379.0
PPM1F ENSG00000100034 protein_coding 22 22273793 22307209 0.0038753999999999998 22290501.0
TOP3B ENSG00000100038 protein_coding 22 22311397 22337213 0.00021389 22324305.0
VPREB1 ENSG00000169575 protein_coding 22 22599087 22599927 0.096491 22599507.0
ZNF280A ENSG00000169548 protein_coding 22 22868060 22874613 4.017e-08 22871336.0
PRAME ENSG00000185686 protein_coding 22 22890123 22901768 2.394e-07 22895945.0
LL22NC03-63E9.3 ENSG00000220891 protein_coding 22 22901750 22909007 0.16727 22905378.0
GGTLC2 ENSG00000100121 protein_coding 22 22988780 22990368 2.3205999999999998e-05 22989574.0
GNAZ ENSG00000128266 protein_coding 22 23412540 23467224 0.96272 23439882.0
RTDR1 ENSG00000100218 protein_coding 22 23401593 23487208 0.00036018 23444400.0
RAB36 ENSG00000100228 protein_coding 22 23487513 23506537 1.6531e-10 23497025.0
BCR ENSG00000186716 protein_coding 22 23521891 23660224 0.98761 23591057.0
IGLL1 ENSG00000128322 protein_coding 22 23915312 23922495 0.013899000000000002 23918903.0
C22orf43 ENSG00000189269 protein_coding 22 23950639 23974508 2.9283e-19 23962573.0
RGL4 ENSG00000159496 protein_coding 22 24030323 24041363 7.1404e-13 24035843.0
ZNF70 ENSG00000187792 protein_coding 22 24083769 24093279 0.0023729 24088524.0
VPREB3 ENSG00000128218 protein_coding 22 24094930 24096655 0.094588 24095792.0
C22orf15 ENSG00000169314 protein_coding 22 24105208 24108048 0.0027949000000000003 24106628.0
CHCHD10 ENSG00000250479 protein_coding 22 24108021 24110630 5.3661e-06 24109325.0
MMP11 ENSG00000099953 protein_coding 22 24110413 24126503 2.4125e-05 24118458.0
SMARCB1 ENSG00000099956 protein_coding 22 24129150 24176703 0.9971 24152926.0
DERL3 ENSG00000099958 protein_coding 22 24176690 24181315 0.000219 24179002.0
SLC2A11 ENSG00000133460 protein_coding 22 24198890 24228496 6.2349e-13 24213693.0
MIF ENSG00000240972 protein_coding 22 24236191 24237414 0.012262 24236802.0
AP000350.4 ENSG00000218537 protein_coding 22 24236613 24241117 0.40483 24238865.0
GSTT2B ENSG00000133433 protein_coding 22 24299601 24303373 0.72219 24301487.0
DDTL ENSG00000099974 protein_coding 22 24309089 24314721 0.33439 24311905.0
DDT ENSG00000099977 protein_coding 22 24313554 24322660 0.32959 24318107.0
GSTT2 ENSG00000099984 protein_coding 22 24322339 24326106 0.014962 24324222.0
CABIN1 ENSG00000099991 protein_coding 22 24407642 24574596 3.2844e-17 24491119.0
SUSD2 ENSG00000099994 protein_coding 22 24577227 24585078 1.8144e-21 24581152.0
GGT5 ENSG00000099998 protein_coding 22 24615622 24641110 2.1566999999999996e-11 24628366.0
SPECC1L ENSG00000100014 protein_coding 22 24666786 24813708 0.85887 24740247.0
ADORA2A ENSG00000128271 protein_coding 22 24813847 24838328 0.5971 24826087.0
UPB1 ENSG00000100024 protein_coding 22 24863206 24924358 7.3647e-12 24893782.0
GUCD1 ENSG00000138867 protein_coding 22 24936406 24951903 0.24228000000000002 24944154.0
SNRPD3 ENSG00000100028 protein_coding 22 24951471 25005947 0.8583799999999999 24978709.0
FAM211B ENSG00000178026 protein_coding 22 24981588 24989175 9.0241e-13 24985381.0
GGT1 ENSG00000100031 protein_coding 22 24979718 25024972 7.5307e-05 25002345.0
PIWIL3 ENSG00000184571 protein_coding 22 25115001 25170687 5.3547e-32 25142844.0
SGSM1 ENSG00000167037 protein_coding 22 25202236 25323545 1.5957e-05 25262890.0
TMEM211 ENSG00000206069 protein_coding 22 25331077 25342662 0.026106999999999998 25336869.0
KIAA1671 ENSG00000197077 protein_coding 22 25348697 25593415 0.8238 25471056.0
CRYBB3 ENSG00000100053 protein_coding 22 25595817 25603330 3.5765999999999994e-11 25599573.0
CRYBB2 ENSG00000244752 protein_coding 22 25615489 25627836 0.38956 25621662.0
LRP5L ENSG00000100068 protein_coding 22 25747385 25801344 5.3205e-11 25774364.0
ADRBK2 ENSG00000100077 protein_coding 22 25960816 26125261 0.7105899999999999 26043038.0
MYO18B ENSG00000133454 protein_coding 22 26138111 26427007 1.0329e-31 26282559.0
SEZ6L ENSG00000100095 protein_coding 22 26565440 26779562 0.50741 26672501.0
ASPHD2 ENSG00000128203 protein_coding 22 26825239 26840981 0.45902 26833110.0
HPS4 ENSG00000100099 protein_coding 22 26839389 26879803 0.00013778 26859596.0
SRRD ENSG00000100104 protein_coding 22 26879843 26890624 1.8029e-08 26885233.0
TFIP11 ENSG00000100109 protein_coding 22 26887191 26908471 1.6636e-12 26897831.0
TPST2 ENSG00000128294 protein_coding 22 26921458 26992681 0.27109 26957069.0
CRYBB1 ENSG00000100122 protein_coding 22 26995242 27014052 0.00070069 27004647.0
CRYBA4 ENSG00000196431 protein_coding 22 27017928 27026636 3.4999000000000003e-09 27022282.0
MN1 ENSG00000169184 protein_coding 22 28144265 28197486 0.9999899999999999 28170875.0
PITPNB ENSG00000180957 protein_coding 22 28247657 28316122 0.981 28281889.0
TTC28 ENSG00000100154 protein_coding 22 28374004 29075853 1.0 28724928.0
CHEK2 ENSG00000183765 protein_coding 22 29083731 29138410 1.2103e-24 29111070.0
HSCB ENSG00000100209 protein_coding 22 29138019 29153503 0.0035209000000000004 29145761.0
CCDC117 ENSG00000159873 protein_coding 22 29168662 29185283 0.78769 29176972.0
XBP1 ENSG00000100219 protein_coding 22 29190543 29196585 0.032014 29193564.0
ZNRF3 ENSG00000183579 protein_coding 22 29279580 29453475 0.9888399999999999 29366527.0
C22orf31 ENSG00000100249 protein_coding 22 29454660 29457832 1.7066e-07 29456246.0
KREMEN1 ENSG00000183762 protein_coding 22 29469066 29564321 0.011362 29516693.0
EMID1 ENSG00000186998 protein_coding 22 29601840 29655586 6.0551e-08 29628713.0
RHBDD3 ENSG00000100263 protein_coding 22 29655841 29664198 4.9464e-05 29660019.0
EWSR1 ENSG00000182944 protein_coding 22 29663998 29696515 0.9998100000000001 29680256.0
GAS2L1 ENSG00000185340 protein_coding 22 29702572 29708774 0.8322700000000001 29705673.0
RASL10A ENSG00000100276 protein_coding 22 29708922 29715668 0.18417999999999998 29712295.0
AP1B1 ENSG00000100280 protein_coding 22 29723669 29819168 0.99828 29771418.0
RFPL1 ENSG00000128250 protein_coding 22 29834572 29838444 0.012421 29836508.0
NEFH ENSG00000100285 protein_coding 22 29876219 29887379 2.6684e-12 29881799.0
THOC5 ENSG00000100296 protein_coding 22 29901868 29951205 0.045294 29926536.0
NIPSNAP1 ENSG00000184117 protein_coding 22 29950797 29977326 0.10005 29964061.0
NF2 ENSG00000186575 protein_coding 22 29999545 30094587 1.0 30047066.0
CABP7 ENSG00000100314 protein_coding 22 30116073 30127828 0.14740999999999999 30121950.0
ZMAT5 ENSG00000100319 protein_coding 22 30126945 30163000 1.5247e-05 30144972.0
UQCR10 ENSG00000184076 protein_coding 22 30163358 30166402 0.14162 30164880.0
ASCC2 ENSG00000100325 protein_coding 22 30184597 30234271 0.031027 30209434.0
MTMR3 ENSG00000100330 protein_coding 22 30279144 30426855 0.9993700000000001 30352999.0
HORMAD2 ENSG00000176635 protein_coding 22 30476163 30573064 7.1353e-05 30524613.0
LIF ENSG00000128342 protein_coding 22 30636436 30642840 0.5242 30639638.0
OSM ENSG00000099985 protein_coding 22 30658818 30662829 0.58916 30660823.0
GATSL3 ENSG00000239282 protein_coding 22 30681106 30685616 0.027533 30683361.0
TBC1D10A ENSG00000099992 protein_coding 22 30687979 30723035 0.0042921999999999995 30705507.0
SF3A1 ENSG00000099995 protein_coding 22 30727977 30752936 0.9875200000000001 30740456.0
CCDC157 ENSG00000187860 protein_coding 22 30752624 30774647 7.1565e-22 30763635.0
RNF215 ENSG00000099999 protein_coding 22 30773835 30817760 1.8704e-09 30795797.0
SEC14L2 ENSG00000100003 protein_coding 22 30792846 30821305 2.9195e-08 30807075.0
MTFP1 ENSG00000242114 protein_coding 22 30821518 30825045 0.0079484 30823281.0
SEC14L3 ENSG00000100012 protein_coding 22 30843946 30868036 3.6611999999999997e-23 30855991.0
SEC14L4 ENSG00000133488 protein_coding 22 30884900 30901698 1.3104000000000002e-11 30893299.0
SEC14L6 ENSG00000214491 protein_coding 22 30918786 30942669 2.4606e-08 30930727.0
GAL3ST1 ENSG00000128242 protein_coding 22 30950622 30970574 0.66559 30960598.0
PES1 ENSG00000100029 protein_coding 22 30972612 31003070 0.71904 30987841.0
TCN2 ENSG00000185339 protein_coding 22 31002825 31023265 1.0478e-06 31013045.0
SLC35E4 ENSG00000100036 protein_coding 22 31031639 31065003 0.015961000000000003 31048321.0
DUSP18 ENSG00000167065 protein_coding 22 31048038 31063877 0.12047999999999999 31055957.0
OSBP2 ENSG00000184792 protein_coding 22 31089769 31303811 0.00043434 31196790.0
MORC2 ENSG00000133422 protein_coding 22 31321117 31364284 0.9999899999999999 31342700.0
SMTN ENSG00000183963 protein_coding 22 31460091 31500743 1.5966e-07 31480417.0
SELM ENSG00000198832 protein_coding 22 31500758 31516055 1.6327e-06 31508406.0
INPP5J ENSG00000185133 protein_coding 22 31518717 31530682 1.8139e-16 31524699.0
PLA2G3 ENSG00000100078 protein_coding 22 31530795 31536593 3.5604e-11 31533694.0
RNF185 ENSG00000138942 protein_coding 22 31556168 31603005 0.17727 31579586.0
LIMK2 ENSG00000182541 protein_coding 22 31608225 31676066 0.015609999999999999 31642145.0
